MatchId,WinningTeam,Champion1,Champ1Spell1,Champ1Spell2,Champion2,Champ2Spell1,Champ2Spell2,Champion3,Champ3Spell1,Champ3Spell2,Champion4,Champ4Spell1,Champ4Spell2,Champion5,Champ5Spell1,Champ5Spell2,Champion6,Champ6Spell1,Champ6Spell2,Champion7,Champ7Spell1,Champ7Spell2,Champion8,Champ8Spell1,Champ8Spell2,Champion9,Champ9Spell1,Champ9Spell2,Champion10,Champ10Spell1,Champ10Spell2
2541517882,Purple,Volibear,Mark,Flash,Gnar,Mark,Flash,Rammus,Barrier,Heal,Ahri,Barrier,Flash,Teemo,Flash,Mark,Darius,Flash,Ghost,Nunu,Mark,Flash,Heimerdinger,Flash,Clarity,Jarvan IV,Mark,Flash,Ezreal,Heal,Flash
2541517899,Purple,Teemo,Flash,Clarity,Annie,Heal,Clarity,Anivia,Clarity,Flash,Master Yi,Cleanse,Flash,Karthus,Mark,Flash,Varus,Flash,Heal,Jinx,Heal,Flash,Elise,Clarity,Flash,Warwick,Flash,Mark,Ziggs,Heal,Flash
2541517900,Purple,Annie,Mark,Flash,Sona,Exhaust,Flash,Katarina,Flash,Mark,Ashe,Barrier,Flash,Twisted Fate,Flash,Heal,Varus,Ghost,Flash,Anivia,Clarity,Flash,Cho'Gath,Mark,Flash,Morgana,Cleanse,Flash,Jax,Clarity,Flash
2541517901,Blue,Leona,Flash,Clarity,Fiddlesticks,Clarity,Flash,Kayle,Mark,Flash,Brand,Flash,Clarity,Darius,Mark,Flash,Blitzcrank,Heal,Mark,Volibear,Mark,Flash,Ezreal,Flash,Heal,Amumu,Mark,Flash,Bard,Flash,Clarity
2541517903,Blue,Akali,Flash,Mark,Jarvan IV,Flash,Mark,Riven,Mark,Flash,Kog'Maw,Clarity,Flash,Zed,Mark,Flash,Nautilus,Mark,Flash,Shaco,Flash,Clarity,Xayah,Flash,Exhaust,Orianna,Exhaust,Flash,Twitch,Heal,Flash
2541517904,Purple,Janna,Cleanse,Flash,Jayce,Mark,Flash,Garen,Mark,Flash,Nidalee,Flash,Mark,Vi,Barrier,Flash,Ahri,Mark,Flash,Ashe,Flash,Mark,Dr. Mundo,Flash,Ignite,Zyra,Clarity,Flash,Akali,Flash,Mark
2541517905,Blue,Swain,Flash,Mark,Thresh,Flash,Mark,Darius,Heal,Flash,Lucian,Flash,Mark,Cassiopeia,Flash,Exhaust,Vi,Mark,Flash,Tryndamere,Flash,Mark,Singed,Clarity,Flash,Brand,Heal,Flash,Orianna,Flash,Mark
2541517908,Blue,Annie,Flash,Mark,Amumu,Mark,Flash,Kalista,Heal,Flash,Yasuo,Mark,Flash,Veigar,Clarity,Flash,Lissandra,Mark,Flash,Twitch,Ghost,Flash,Kassadin,Mark,Flash,Braum,Flash,Mark,Volibear,Mark,Flash
2541517909,Blue,Lux,Clarity,Flash,Annie,Clarity,Flash,Kog'Maw,Heal,Flash,Fiora,Heal,Ignite,Xerath,Barrier,Flash,Diana,Flash,Clarity,Poppy,Mark,Heal,Blitzcrank,Heal,Clarity,Sivir,Heal,Flash,Jarvan IV,Mark,Flash
2541517910,Purple,Alistar,Flash,Mark,Lucian,Heal,Flash,Ziggs,Flash,Heal,Wukong,Mark,Flash,Nami,Exhaust,Flash,Twitch,Flash,Exhaust,Veigar,Flash,Ghost,Lux,Heal,Flash,Blitzcrank,Mark,Flash,Galio,Mark,Flash
2541517913,Purple,Blitzcrank,Flash,Mark,Taric,Heal,Flash,Zac,Flash,Mark,Syndra,Flash,Clarity,Kayle,Mark,Flash,Cho'Gath,Flash,Mark,Yasuo,Flash,Mark,Heimerdinger,Ghost,Flash,Maokai,Flash,Mark,Sona,Flash,Clarity
2541517917,Blue,Blitzcrank,Exhaust,Clarity,Zyra,Flash,Heal,Anivia,Heal,Clarity,Jarvan IV,Mark,Flash,Jayce,Flash,Heal,Jinx,Heal,Flash,Sivir,Heal,Barrier,Ahri,Barrier,Flash,Darius,Mark,Heal,Nidalee,Ghost,Heal
2541517920,Blue,Zyra,Flash,Ghost,Darius,Flash,Heal,Jarvan IV,Ghost,Flash,Soraka,Ghost,Heal,Morgana,Flash,Heal,Jayce,Heal,Flash,Anivia,Ghost,Barrier,Nidalee,Barrier,Ignite,Sivir,Heal,Flash,Ahri,Barrier,Ghost
2541517921,Blue,Aurelion Sol,Ignite,Flash,Skarner,Mark,Flash,Anivia,Flash,Heal,Jayce,Heal,Flash,Gangplank,Mark,Flash,LeBlanc,Mark,Flash,Fizz,Mark,Flash,Thresh,Mark,Flash,Kayle,Mark,Flash,Teemo,Clarity,Flash
2541517922,Purple,Veigar,Flash,Clarity,Ezreal,Exhaust,Flash,Soraka,Flash,Clarity,Gragas,Mark,Flash,Kennen,Mark,Flash,Kog'Maw,Flash,Heal,Poppy,Heal,Flash,Malzahar,Flash,Mark,Tristana,Mark,Flash,Fizz,Flash,Clarity
2541517923,Purple,Ahri,Flash,Ignite,Tryndamere,Flash,Mark,Nautilus,Flash,Mark,Poppy,Flash,Mark,Master Yi,Flash,Mark,Garen,Heal,Ignite,Ezreal,Mark,Flash,Shaco,Clarity,Flash,Evelynn,Ignite,Flash,Sion,Exhaust,Flash
2541517924,Purple,Blitzcrank,Mark,Flash,Nautilus,Clarity,Ignite,Annie,Flash,Mark,Amumu,Mark,Clarity,Diana,Flash,Mark,Morgana,Flash,Heal,Sivir,Flash,Heal,Corki,Flash,Ignite,Soraka,Clarity,Flash,Twisted Fate,Flash,Mark
2541517925,Purple,Thresh,Mark,Flash,Karma,Clarity,Flash,Malzahar,Ignite,Flash,Kayle,Flash,Ghost,Draven,Heal,Flash,Nami,Clarity,Flash,Ekko,Flash,Mark,Orianna,Flash,Heal,Garen,Flash,Mark,Sivir,Heal,Flash
2541517926,Purple,Vladimir,Mark,Flash,Volibear,Mark,Flash,Vi,Flash,Mark,Skarner,Mark,Flash,Jhin,Flash,Heal,Graves,Flash,Heal,Ashe,Heal,Flash,Heimerdinger,Flash,Clarity,Caitlyn,Mark,Flash,Sona,Clarity,Flash
2541517927,Blue,Taric,Flash,Clarity,Miss Fortune,Heal,Flash,Viktor,Flash,Clarity,Katarina,Clarity,Flash,Morgana,Mark,Flash,Sion,Mark,Flash,Vayne,Flash,Mark,Quinn,Flash,Heal,Kayle,Flash,Barrier,Kalista,Mark,Flash
2541517966,Purple,Maokai,Flash,Barrier,Kindred,Mark,Heal,Lee Sin,Mark,Flash,Tristana,Mark,Flash,Kassadin,Flash,Heal,Amumu,Mark,Flash,Twitch,Heal,Flash,Gnar,Mark,Flash,Jinx,Barrier,Flash,Xayah,Flash,Heal
2541517969,Purple,Bard,Flash,Mark,Gragas,Flash,Clarity,Sivir,Heal,Flash,Amumu,Mark,Flash,Tristana,Flash,Clarity,Jarvan IV,Exhaust,Mark,Nunu,Flash,Mark,Malzahar,Flash,Mark,Ryze,Flash,Barrier,Blitzcrank,Flash,Ignite
2541517970,Blue,Ziggs,Flash,Clarity,Azir,Flash,Mark,Jinx,Mark,Flash,Janna,Mark,Flash,Akali,Heal,Flash,Xayah,Flash,Mark,Lucian,Flash,Mark,Morgana,Heal,Flash,Soraka,Clarity,Flash,Trundle,Mark,Flash
2541517972,Blue,Soraka,Flash,Clarity,Anivia,Heal,Clarity,Garen,Clarity,Flash,Aurelion Sol,Mark,Flash,Kindred,Exhaust,Ignite,Sejuani,Mark,Flash,Fiddlesticks,Flash,Heal,Kalista,Mark,Flash,Gangplank,Flash,Mark,Jayce,Clarity,Flash
2541517974,Blue,Thresh,Mark,Flash,Fiora,Mark,Flash,Blitzcrank,Flash,Ignite,Soraka,Flash,Heal,Ahri,Flash,Heal,Heimerdinger,Flash,Clarity,Anivia,Flash,Clarity,Master Yi,Flash,Heal,Veigar,Clarity,Flash,Diana,Flash,Mark
2541517975,Purple,Jhin,Flash,Clarity,Jinx,Heal,Flash,Anivia,Flash,Heal,Katarina,Barrier,Heal,Darius,Clarity,Heal,Nami,Flash,Heal,Lux,Flash,Heal,Master Yi,Mark,Flash,Poppy,Flash,Heal,Hecarim,Ghost,Flash
2541517976,Purple,Amumu,Flash,Mark,Xerath,Clarity,Flash,Gnar,Flash,Mark,Nasus,Flash,Clarity,Sivir,Flash,Barrier,Darius,Mark,Ghost,Janna,Flash,Clarity,Shen,Mark,Flash,Varus,Heal,Flash,Ziggs,Heal,Flash
2541517977,Blue,Blitzcrank,Heal,Flash,Zyra,Clarity,Flash,Diana,Flash,Mark,Sona,Heal,Flash,Heimerdinger,Clarity,Flash,Riven,Flash,Mark,Nidalee,Flash,Mark,Akali,Heal,Flash,Galio,Barrier,Flash,Fiddlesticks,Mark,Flash
2541517979,Blue,Jinx,Ignite,Flash,Jhin,Heal,Flash,Kha'Zix,Flash,Barrier,Jayce,Flash,Ghost,Lux,Flash,Clarity,Fizz,Mark,Flash,Teemo,Mark,Flash,Azir,Flash,Ignite,Ahri,Flash,Clarity,Xerath,Clarity,Flash
2541518012,Blue,Karthus,Barrier,Flash,Blitzcrank,Flash,Mark,Veigar,Mark,Flash,Olaf,Mark,Flash,Malphite,Flash,Mark,Dr. Mundo,Mark,Flash,Soraka,Mark,Flash,Rammus,Flash,Barrier,Xerath,Mark,Flash,Amumu,Flash,Heal
2541518014,Purple,Ryze,Mark,Flash,Ezreal,Mark,Flash,Quinn,Flash,Heal,Maokai,Flash,Mark,Orianna,Exhaust,Flash,Xerath,Clarity,Flash,Fiddlesticks,Mark,Flash,Jinx,Heal,Flash,Teemo,Mark,Flash,Draven,Heal,Flash
2541518015,Purple,Poppy,Flash,Heal,Malphite,Mark,Ghost,Ekko,Flash,Ignite,Jinx,Exhaust,Flash,Alistar,Mark,Flash,Twisted Fate,Flash,Mark,Darius,Flash,Mark,Kindred,Heal,Flash,Yasuo,Flash,Clarity,Galio,Flash,Mark
2541518018,Blue,Blitzcrank,Mark,Flash,Ekko,Flash,Mark,Varus,Flash,Heal,Sona,Clarity,Flash,Nidalee,Flash,Clarity,Poppy,Flash,Cleanse,Leona,Ignite,Flash,Vayne,Flash,Ignite,Rammus,Mark,Flash,Caitlyn,Clarity,Flash
2541518019,Blue,Veigar,Barrier,Flash,Caitlyn,Heal,Flash,Aurelion Sol,Clarity,Flash,Irelia,Exhaust,Flash,Kayle,Mark,Flash,Lucian,Flash,Heal,Maokai,Mark,Flash,Heimerdinger,Flash,Mark,Zilean,Flash,Mark,Rengar,Mark,Flash
2541518020,Blue,Swain,Flash,Clarity,Lucian,Heal,Flash,Janna,Mark,Ignite,Bard,Clarity,Flash,Blitzcrank,Ignite,Flash,Akali,Flash,Mark,Aurelion Sol,Flash,Mark,Jarvan IV,Mark,Flash,Katarina,Mark,Flash,Garen,Mark,Flash
2541518021,Purple,Jarvan IV,Flash,Mark,Nasus,Flash,Mark,Anivia,Flash,Clarity,Kog'Maw,Flash,Ghost,Kassadin,Barrier,Flash,Heimerdinger,Clarity,Flash,Poppy,Flash,Mark,Maokai,Barrier,Flash,Jinx,Flash,Mark,Brand,Flash,Mark
2541518022,Purple,LeBlanc,Heal,Flash,Nami,Flash,Exhaust,Janna,Clarity,Flash,Nasus,Clarity,Flash,Gragas,Flash,Mark,Ivern,Clarity,Flash,Karthus,Clarity,Flash,Udyr,Flash,Mark,Teemo,Clarity,Flash,Anivia,Clarity,Flash
2541518023,Blue,Syndra,Mark,Heal,Karthus,Clarity,Flash,Kassadin,Flash,Mark,Rakan,Mark,Flash,Orianna,Mark,Flash,Pantheon,Flash,Ignite,Lucian,Ignite,Flash,Master Yi,Flash,Mark,Vayne,Flash,Barrier,Draven,Mark,Flash
2541518024,Purple,Malzahar,Flash,Clarity,Annie,Flash,Mark,Warwick,Mark,Flash,Malphite,Flash,Ignite,Rek'Sai,Flash,Mark,Soraka,Exhaust,Flash,Nunu,Flash,Mark,Talon,Flash,Mark,Twitch,Flash,Ghost,Skarner,Flash,Mark
2541518025,Blue,Blitzcrank,Flash,Heal,Jarvan IV,Cleanse,Ignite,Anivia,Ghost,Flash,Twitch,Heal,Flash,Sivir,Ghost,Heal,Zyra,Exhaust,Barrier,Annie,Flash,Heal,Jinx,Flash,Heal,Jayce,Exhaust,Barrier,Darius,Flash,Heal
2541518026,Blue,Teemo,Flash,Mark,Xayah,Heal,Flash,Taric,Mark,Clarity,Fizz,Mark,Flash,Hecarim,Mark,Flash,Jarvan IV,Flash,Mark,Fiddlesticks,Clarity,Flash,Ahri,Flash,Clarity,Braum,Mark,Flash,Darius,Exhaust,Ignite
2541518027,Blue,Diana,Flash,Ignite,Sion,Flash,Mark,Aatrox,Mark,Flash,Anivia,Heal,Clarity,Fiora,Mark,Flash,Ryze,Flash,Clarity,Brand,Heal,Flash,Jayce,Clarity,Flash,Zyra,Flash,Ignite,Nidalee,Mark,Ignite
2541518029,Blue,Gragas,Mark,Flash,Jhin,Heal,Flash,Rumble,Flash,Barrier,Ahri,Flash,Barrier,Swain,Mark,Flash,Sivir,Heal,Flash,Akali,Mark,Flash,Nami,Heal,Flash,Jarvan IV,Heal,Flash,Gnar,Flash,Mark
2541518034,Blue,Lux,Flash,Ghost,Udyr,Flash,Mark,Ryze,Flash,Mark,Zilean,Flash,Ghost,Maokai,Mark,Flash,Zyra,Mark,Clarity,Annie,Clarity,Flash,Jax,Mark,Flash,Miss Fortune,Flash,Mark,Malzahar,Mark,Flash
2541518036,Purple,Varus,Flash,Cleanse,Anivia,Ignite,Flash,Jayce,Flash,Mark,Nunu,Flash,Mark,Teemo,Heal,Flash,Bard,Heal,Flash,Miss Fortune,Flash,Mark,Lux,Clarity,Flash,Urgot,Flash,Barrier,Master Yi,Mark,Flash
2541518037,Blue,Ziggs,Heal,Flash,Fiddlesticks,Mark,Flash,Zyra,Ignite,Flash,Yasuo,Flash,Mark,Ezreal,Heal,Flash,Galio,Mark,Flash,Janna,Clarity,Flash,Kayle,Barrier,Flash,Soraka,Flash,Clarity,Teemo,Flash,Barrier
2541518039,Purple,Sion,Heal,Flash,Yasuo,Mark,Flash,Morgana,Clarity,Flash,Kayle,Flash,Ignite,Quinn,Ignite,Flash,Ahri,Mark,Flash,Zyra,Clarity,Heal,Graves,Flash,Heal,Caitlyn,Flash,Ignite,Veigar,Flash,Clarity
2541518041,Purple,Ahri,Mark,Flash,Kayle,Flash,Mark,Draven,Barrier,Flash,Karma,Flash,Ignite,Teemo,Flash,Ignite,Camille,Flash,Mark,Blitzcrank,Clarity,Flash,Kassadin,Flash,Mark,Akali,Flash,Cleanse,Anivia,Flash,Clarity
2541518046,Purple,Ezreal,Mark,Flash,Amumu,Flash,Mark,Tahm Kench,Mark,Flash,Graves,Flash,Mark,Malzahar,Heal,Flash,Bard,Ghost,Mark,Renekton,Mark,Flash,Ahri,Clarity,Flash,Braum,Mark,Flash,Kennen,Flash,Mark
2541518049,Blue,Tristana,Flash,Barrier,Lee Sin,Mark,Flash,Pantheon,Mark,Flash,Kayle,Mark,Flash,Annie,Mark,Flash,Draven,Flash,Heal,Nunu,Mark,Flash,Ezreal,Flash,Heal,Ekko,Mark,Flash,Yasuo,Mark,Flash
2541518050,Purple,Ashe,Clarity,Flash,Vladimir,Flash,Heal,Vel'Koz,Mark,Flash,Corki,Flash,Mark,Ahri,Flash,Mark,Miss Fortune,Flash,Barrier,Ziggs,Flash,Mark,Karma,Heal,Flash,Jhin,Heal,Flash,Yorick,Mark,Flash
2541518051,Blue,Ashe,Cleanse,Flash,Riven,Flash,Ignite,Zilean,Heal,Flash,Tristana,Mark,Clarity,Annie,Flash,Mark,Pantheon,Mark,Flash,Fiddlesticks,Flash,Mark,Ryze,Flash,Heal,Vi,Mark,Flash,Dr. Mundo,Flash,Mark
2541518053,Purple,Jhin,Flash,Heal,Vladimir,Flash,Mark,Warwick,Mark,Flash,Lee Sin,Mark,Flash,Dr. Mundo,Mark,Flash,Ziggs,Flash,Exhaust,Anivia,Flash,Barrier,Morgana,Mark,Flash,Singed,Heal,Flash,Graves,Mark,Flash
2541518054,Purple,Sivir,Exhaust,Flash,Trundle,Mark,Flash,Yasuo,Mark,Flash,Taric,Mark,Flash,Cho'Gath,Flash,Mark,Morgana,Mark,Flash,LeBlanc,Flash,Ignite,Mordekaiser,Mark,Flash,Vel'Koz,Clarity,Flash,Heimerdinger,Heal,Flash
2541518055,Blue,Ezreal,Heal,Flash,Nasus,Flash,Mark,Annie,Mark,Flash,Alistar,Mark,Flash,Soraka,Flash,Clarity,Braum,Clarity,Flash,Sivir,Flash,Heal,Teemo,Flash,Heal,Ashe,Flash,Heal,Karthus,Flash,Exhaust
2541518056,Blue,Jhin,Heal,Flash,Zed,Flash,Ignite,Yorick,Mark,Flash,Brand,Clarity,Flash,Swain,Exhaust,Flash,Janna,Clarity,Flash,Varus,Flash,Mark,Illaoi,Mark,Flash,Ivern,Flash,Mark,Fiora,Mark,Flash
2541518057,Purple,Heimerdinger,Flash,Mark,Warwick,Mark,Flash,Jax,Flash,Mark,Karma,Mark,Flash,Draven,Heal,Flash,Vayne,Mark,Flash,Jayce,Flash,Mark,Annie,Mark,Flash,Viktor,Flash,Clarity,Zac,Mark,Flash
2541518061,Purple,Nidalee,Heal,Ghost,Darius,Mark,Flash,Rumble,Barrier,Flash,Xin Zhao,Heal,Flash,Jayce,Flash,Heal,Anivia,Ghost,Heal,Ahri,Ignite,Flash,Malphite,Flash,Exhaust,Garen,Mark,Flash,Sivir,Barrier,Ignite
2541518062,Blue,Poppy,Heal,Flash,Viktor,Flash,Clarity,Zyra,Heal,Flash,Ezreal,Heal,Clarity,Gragas,Clarity,Flash,Caitlyn,Heal,Flash,Camille,Mark,Flash,Sivir,Clarity,Flash,Master Yi,Flash,Clarity,Taric,Flash,Mark
2541518064,Blue,Aatrox,Mark,Flash,Veigar,Clarity,Flash,Vayne,Heal,Flash,Leona,Flash,Mark,Karthus,Mark,Flash,Miss Fortune,Barrier,Flash,Varus,Barrier,Flash,Zyra,Mark,Flash,Akali,Heal,Flash,Orianna,Flash,Heal
2541518066,Blue,Sion,Mark,Flash,Vayne,Heal,Flash,Diana,Flash,Mark,Lucian,Heal,Flash,Irelia,Flash,Mark,Soraka,Clarity,Flash,Amumu,Mark,Flash,Ryze,Flash,Clarity,Vladimir,Mark,Flash,Miss Fortune,Flash,Heal
2541518067,Purple,Twisted Fate,Flash,Cleanse,Rumble,Mark,Flash,Braum,Clarity,Flash,Teemo,Exhaust,Flash,Graves,Flash,Heal,Singed,Mark,Flash,Kled,Flash,Mark,Kindred,Mark,Flash,Nami,Flash,Exhaust,Thresh,Mark,Flash
2541518068,Purple,Twitch,Heal,Flash,Sivir,Ignite,Exhaust,Jayce,Heal,Ignite,Nidalee,Flash,Mark,Blitzcrank,Ghost,Flash,Jarvan IV,Cleanse,Flash,Zyra,Flash,Heal,Xin Zhao,Ghost,Heal,Veigar,Flash,Mark,Dr. Mundo,Clarity,Heal
2541518069,Purple,Irelia,Heal,Flash,Volibear,Flash,Heal,Kog'Maw,Flash,Heal,Jinx,Clarity,Flash,Ryze,Flash,Heal,Sona,Flash,Ignite,Nidalee,Heal,Ignite,Ahri,Flash,Heal,Malphite,Heal,Flash,Ezreal,Mark,Flash
2541518070,Purple,Sion,Mark,Flash,Graves,Mark,Flash,Malphite,Mark,Flash,Malzahar,Flash,Mark,Vel'Koz,Barrier,Flash,Heimerdinger,Flash,Clarity,Bard,Flash,Exhaust,Lissandra,Flash,Mark,Garen,Mark,Flash,Jayce,Flash,Clarity
2541518071,Purple,Kennen,Barrier,Flash,Gnar,Flash,Mark,Skarner,Mark,Heal,Malphite,Mark,Flash,Graves,Flash,Heal,Jayce,Clarity,Flash,Swain,Clarity,Flash,Taliyah,Ignite,Flash,Thresh,Mark,Flash,Jarvan IV,Heal,Flash
2541518073,Blue,Amumu,Mark,Ignite,Shen,Mark,Flash,Ivern,Heal,Flash,Zed,Ignite,Flash,Jhin,Mark,Flash,Fiddlesticks,Clarity,Flash,Maokai,Mark,Flash,Ezreal,Heal,Flash,Jax,Heal,Flash,Miss Fortune,Exhaust,Flash
2541518075,Purple,Taliyah,Heal,Flash,Fiora,Mark,Flash,Graves,Exhaust,Flash,Heimerdinger,Clarity,Flash,Ryze,Barrier,Flash,Sivir,Flash,Heal,Twisted Fate,Flash,Mark,Fizz,Mark,Flash,Miss Fortune,Heal,Flash,Jinx,Exhaust,Flash
2541518076,Purple,Fizz,Flash,Mark,Gangplank,Mark,Flash,Veigar,Heal,Flash,Evelynn,Heal,Flash,Gragas,Flash,Mark,Alistar,Mark,Flash,Kayle,Mark,Flash,Elise,Heal,Flash,Jayce,Heal,Flash,Xayah,Flash,Ignite
2541518079,Blue,Alistar,Heal,Clarity,Yorick,Mark,Flash,Miss Fortune,Flash,Heal,Garen,Mark,Flash,Illaoi,Mark,Heal,Teemo,Flash,Heal,Draven,Flash,Mark,Tahm Kench,Flash,Mark,Lulu,Flash,Clarity,Irelia,Mark,Flash
2541518081,Purple,Lee Sin,Flash,Heal,Nunu,Mark,Flash,Graves,Flash,Barrier,Garen,Mark,Flash,Maokai,Flash,Mark,Vayne,Flash,Heal,Lucian,Flash,Heal,Xerath,Clarity,Flash,Cassiopeia,Flash,Clarity,Rumble,Flash,Mark
2541518082,Blue,Jax,Mark,Barrier,Annie,Heal,Flash,Kayle,Mark,Flash,Sivir,Heal,Flash,Lux,Mark,Flash,Poppy,Barrier,Flash,Urgot,Heal,Flash,Darius,Flash,Ignite,Nidalee,Flash,Mark,Caitlyn,Flash,Heal
2541518083,Purple,Ekko,Mark,Flash,Vladimir,Mark,Flash,Malphite,Flash,Mark,Kassadin,Mark,Ignite,Aatrox,Flash,Mark,Syndra,Flash,Mark,Katarina,Flash,Mark,Shyvana,Mark,Flash,Sivir,Flash,Heal,Lucian,Flash,Mark
2541518084,Blue,Heimerdinger,Flash,Ignite,Jax,Mark,Clarity,Zilean,Flash,Clarity,Galio,Flash,Heal,Lee Sin,Heal,Flash,Jayce,Mark,Heal,Rammus,Mark,Flash,Twisted Fate,Mark,Flash,Caitlyn,Mark,Flash,Lux,Flash,Heal
2541518085,Purple,Zilean,Heal,Flash,Anivia,Clarity,Flash,Xayah,Exhaust,Flash,Bard,Flash,Mark,Camille,Flash,Mark,Nocturne,Mark,Flash,Cho'Gath,Ignite,Flash,Shen,Mark,Flash,Jayce,Heal,Flash,Caitlyn,Heal,Flash
2541518103,Blue,Fiddlesticks,Flash,Mark,Lux,Flash,Mark,Sona,Flash,Heal,Ahri,Flash,Clarity,Ashe,Flash,Mark,Karma,Clarity,Flash,Morgana,Flash,Clarity,Veigar,Exhaust,Flash,Zilean,Clarity,Flash,Alistar,Mark,Flash
2541518104,Purple,Sivir,Ghost,Exhaust,Nidalee,Ghost,Barrier,Blitzcrank,Clarity,Flash,Jarvan IV,Heal,Exhaust,Malphite,Mark,Barrier,Zyra,Barrier,Heal,Anivia,Heal,Flash,Xayah,Flash,Heal,Swain,Mark,Heal,Poppy,Mark,Heal
2541518106,Blue,Sivir,Heal,Flash,Azir,Clarity,Flash,Veigar,Heal,Flash,Irelia,Mark,Flash,Lee Sin,Mark,Heal,Darius,Heal,Flash,Nasus,Flash,Clarity,Nidalee,Barrier,Flash,Vladimir,Flash,Mark,Miss Fortune,Heal,Flash
2541518107,Blue,Darius,Exhaust,Flash,Galio,Heal,Ignite,Soraka,Mark,Flash,Gnar,Heal,Flash,Annie,Flash,Clarity,Karthus,Clarity,Flash,Sivir,Heal,Ignite,Warwick,Heal,Flash,Jayce,Mark,Heal,Lux,Heal,Flash
2541518109,Purple,LeBlanc,Flash,Clarity,Sivir,Flash,Heal,Tahm Kench,Flash,Mark,Orianna,Heal,Flash,Akali,Flash,Mark,Lucian,Heal,Flash,Vayne,Heal,Flash,Shaco,Mark,Flash,Lux,Flash,Mark,Ahri,Mark,Flash
2541518110,Purple,Jayce,Clarity,Flash,Fiddlesticks,Mark,Barrier,Anivia,Clarity,Heal,Diana,Flash,Clarity,Nidalee,Heal,Clarity,Sivir,Clarity,Flash,Ziggs,Flash,Heal,Jarvan IV,Flash,Mark,Vladimir,Flash,Mark,Malphite,Mark,Flash
2541518112,Purple,Rek'Sai,Mark,Flash,Sivir,Mark,Flash,Master Yi,Mark,Flash,Anivia,Flash,Heal,Morgana,Flash,Clarity,Warwick,Ignite,Flash,Tristana,Ignite,Flash,Gangplank,Heal,Flash,Vayne,Mark,Flash,Draven,Flash,Heal
2541518113,Purple,Veigar,Flash,Mark,Wukong,Mark,Flash,Poppy,Flash,Mark,Xayah,Flash,Heal,Lee Sin,Flash,Mark,Maokai,Flash,Mark,Thresh,Mark,Flash,Karthus,Mark,Flash,Ryze,Mark,Flash,Fiora,Mark,Flash
2541518114,Purple,Anivia,Flash,Clarity,Blitzcrank,Mark,Flash,Ryze,Flash,Clarity,Thresh,Flash,Mark,Vel'Koz,Clarity,Flash,Gangplank,Ghost,Flash,Olaf,Mark,Flash,Dr. Mundo,Flash,Mark,Jayce,Mark,Flash,Corki,Flash,Mark
2541518115,Blue,Soraka,Clarity,Flash,Caitlyn,Flash,Clarity,Poppy,Barrier,Heal,Fiddlesticks,Barrier,Exhaust,Morgana,Flash,Heal,Lux,Barrier,Heal,Maokai,Flash,Heal,Tahm Kench,Heal,Flash,Wukong,Flash,Mark,Lucian,Flash,Heal
2541518116,Blue,Nidalee,Heal,Flash,Darius,Barrier,Flash,Taliyah,Barrier,Flash,Lux,Exhaust,Flash,Sivir,Flash,Barrier,Fiddlesticks,Mark,Flash,Diana,Flash,Ignite,Tristana,Flash,Mark,Leona,Mark,Flash,Corki,Heal,Flash
2541518117,Purple,Diana,Flash,Ignite,Fizz,Flash,Exhaust,Soraka,Mark,Flash,Kalista,Flash,Heal,Riven,Flash,Barrier,Jarvan IV,Mark,Flash,Kayle,Flash,Mark,Tristana,Heal,Flash,Yasuo,Mark,Flash,Taliyah,Ignite,Flash
2541518118,Purple,Viktor,Flash,Heal,Lissandra,Clarity,Flash,Yasuo,Flash,Mark,Kassadin,Mark,Flash,Malzahar,Flash,Clarity,Ziggs,Flash,Mark,Maokai,Mark,Flash,Graves,Mark,Flash,Lux,Barrier,Flash,Ezreal,Flash,Mark
2541518119,Purple,Kog'Maw,Flash,Clarity,Zed,Mark,Flash,Fizz,Mark,Flash,Diana,Mark,Flash,Nunu,Flash,Mark,Singed,Exhaust,Flash,Jinx,Heal,Flash,Nasus,Mark,Flash,Warwick,Flash,Ghost,Zyra,Mark,Flash
2541518120,Blue,Darius,Flash,Ghost,Twisted Fate,Flash,Mark,Ziggs,Clarity,Flash,Kassadin,Flash,Mark,Syndra,Ignite,Flash,Janna,Heal,Clarity,Malzahar,Mark,Flash,Xayah,Heal,Clarity,Nunu,Flash,Clarity,Kog'Maw,Heal,Flash
2541518121,Purple,Talon,Heal,Flash,Malzahar,Flash,Heal,Galio,Flash,Heal,Aurelion Sol,Mark,Flash,Xin Zhao,Clarity,Flash,Cassiopeia,Flash,Heal,Jinx,Heal,Flash,Annie,Flash,Mark,Veigar,Heal,Clarity,Xerath,Heal,Flash
2541518123,Blue,Zyra,Clarity,Flash,Dr. Mundo,Ignite,Flash,Maokai,Flash,Mark,Ashe,Heal,Flash,Garen,Flash,Mark,Darius,Mark,Flash,Anivia,Flash,Clarity,Nidalee,Flash,Heal,LeBlanc,Heal,Ignite,Kassadin,Flash,Ignite
2541518125,Blue,Veigar,Flash,Clarity,Dr. Mundo,Mark,Flash,Zyra,Mark,Flash,Braum,Flash,Clarity,Kog'Maw,Flash,Mark,Lux,Flash,Heal,Vel'Koz,Flash,Clarity,Nidalee,Mark,Flash,Lulu,Flash,Mark,Riven,Flash,Mark
