MatchId,WinningTeam,Champion1,Champ1Spell1,Champ1Spell2,Champion2,Champ2Spell1,Champ2Spell2,Champion3,Champ3Spell1,Champ3Spell2,Champion4,Champ4Spell1,Champ4Spell2,Champion5,Champ5Spell1,Champ5Spell2,Champion6,Champ6Spell1,Champ6Spell2,Champion7,Champ7Spell1,Champ7Spell2,Champion8,Champ8Spell1,Champ8Spell2,Champion9,Champ9Spell1,Champ9Spell2,Champion10,Champ10Spell1,Champ10Spell2
2541517191,Purple,Gragas,Mark,Flash,Renekton,Mark,Flash,Draven,Mark,Flash,Anivia,Heal,Flash,Veigar,Mark,Flash,Miss Fortune,Mark,Flash,Janna,Exhaust,Flash,Jhin,Clarity,Flash,Swain,Clarity,Flash,Malphite,Mark,Flash
2541517192,Purple,Heimerdinger,Clarity,Flash,Poppy,Flash,Mark,Jarvan IV,Flash,Mark,Shen,Flash,Mark,Ahri,Mark,Flash,Janna,Barrier,Flash,Anivia,Clarity,Flash,Gnar,Ignite,Flash,Annie,Clarity,Flash,Soraka,Flash,Heal
2541517193,Blue,Cho'Gath,Flash,Mark,Blitzcrank,Flash,Mark,Quinn,Mark,Heal,Teemo,Flash,Barrier,Morgana,Mark,Flash,Rakan,Mark,Flash,Skarner,Flash,Heal,Ahri,Clarity,Flash,Diana,Flash,Heal,Olaf,Heal,Flash
2541517198,Blue,Ahri,Flash,Mark,Master Yi,Flash,Heal,Jinx,Heal,Flash,Soraka,Flash,Heal,Ashe,Heal,Flash,Nidalee,Flash,Heal,Graves,Flash,Ignite,Azir,Barrier,Flash,Xayah,Mark,Flash,Caitlyn,Mark,Flash
2541517201,Purple,Vayne,Barrier,Flash,Janna,Flash,Mark,Thresh,Heal,Clarity,Riven,Mark,Flash,Lee Sin,Heal,Flash,Shyvana,Mark,Flash,Taliyah,Flash,Mark,Brand,Mark,Flash,Gnar,Flash,Mark,Ezreal,Flash,Heal
2541517202,Blue,Katarina,Ignite,Flash,Kha'Zix,Flash,Mark,Darius,Ghost,Heal,Nidalee,Exhaust,Heal,Veigar,Flash,Mark,Ivern,Heal,Ignite,Alistar,Heal,Flash,Sivir,Heal,Flash,Sona,Flash,Ignite,Ahri,Flash,Ignite
2541517203,Purple,Sion,Clarity,Flash,Blitzcrank,Flash,Mark,Fizz,Flash,Mark,Warwick,Mark,Flash,Jayce,Heal,Flash,Braum,Ignite,Flash,Soraka,Mark,Flash,Varus,Flash,Clarity,Xayah,Flash,Heal,Volibear,Clarity,Heal
2541517204,Purple,Kassadin,Flash,Mark,Trundle,Ghost,Flash,Darius,Flash,Mark,Yorick,Flash,Barrier,Nunu,Mark,Flash,Alistar,Mark,Flash,Shyvana,Mark,Flash,Malzahar,Flash,Mark,Brand,Flash,Heal,Karthus,Clarity,Flash
2541517205,Purple,Garen,Flash,Mark,Viktor,Clarity,Flash,Ahri,Mark,Flash,Sivir,Ignite,Heal,Jarvan IV,Mark,Flash,Heimerdinger,Heal,Flash,Diana,Flash,Mark,Malphite,Flash,Mark,Olaf,Flash,Mark,Jinx,Exhaust,Flash
2541517206,Purple,Xerath,Heal,Flash,Caitlyn,Flash,Heal,Ahri,Heal,Clarity,Taliyah,Flash,Ghost,Lulu,Flash,Cleanse,Kassadin,Flash,Mark,Sivir,Clarity,Flash,Vi,Flash,Mark,Jinx,Heal,Flash,Master Yi,Flash,Ignite
2541517211,Blue,Nautilus,Flash,Mark,Elise,Flash,Heal,Vladimir,Mark,Flash,Kayle,Heal,Flash,Nasus,Mark,Exhaust,Nidalee,Heal,Flash,Swain,Clarity,Flash,Zyra,Heal,Ignite,Master Yi,Mark,Ghost,Irelia,Mark,Flash
2541517212,Purple,Volibear,Flash,Mark,Kayle,Flash,Clarity,Talon,Mark,Flash,Zed,Flash,Heal,Xerath,Flash,Heal,Zyra,Mark,Flash,Miss Fortune,Mark,Heal,Anivia,Flash,Ghost,Thresh,Mark,Flash,Varus,Heal,Flash
2541517213,Purple,Fiddlesticks,Flash,Mark,Zyra,Barrier,Flash,Leona,Mark,Flash,Riven,Mark,Flash,Braum,Flash,Mark,Fizz,Flash,Heal,Shyvana,Mark,Flash,Ryze,Heal,Flash,Nautilus,Flash,Mark,Jinx,Heal,Flash
2541517214,Purple,Caitlyn,Exhaust,Flash,Amumu,Flash,Mark,Ezreal,Ignite,Flash,Tristana,Flash,Mark,Aatrox,Mark,Flash,Xayah,Mark,Flash,Vladimir,Mark,Flash,Nami,Mark,Flash,Jhin,Heal,Flash,Ryze,Ghost,Flash
2541517216,Blue,Aurelion Sol,Flash,Barrier,Janna,Mark,Flash,Lulu,Exhaust,Flash,Thresh,Flash,Mark,Tristana,Flash,Heal,Xayah,Flash,Heal,Kayle,Exhaust,Flash,Swain,Flash,Clarity,Sona,Flash,Heal,Zac,Mark,Flash
2541517217,Blue,Xerath,Flash,Mark,Jarvan IV,Ignite,Exhaust,Karthus,Flash,Clarity,Fiddlesticks,Flash,Mark,Gangplank,Flash,Heal,Vel'Koz,Exhaust,Flash,Annie,Flash,Ignite,Varus,Heal,Flash,Caitlyn,Heal,Flash,Twisted Fate,Heal,Flash
2541517218,Purple,Galio,Flash,Mark,Urgot,Mark,Flash,Fiddlesticks,Mark,Flash,Rumble,Flash,Mark,Syndra,Cleanse,Flash,Janna,Clarity,Flash,Annie,Clarity,Flash,Varus,Flash,Mark,Wukong,Flash,Mark,Thresh,Flash,Mark
2541517220,Blue,Nidalee,Flash,Mark,Janna,Clarity,Flash,Jhin,Flash,Barrier,Caitlyn,Flash,Mark,Zyra,Heal,Flash,Dr. Mundo,Mark,Flash,Teemo,Ignite,Flash,Fizz,Ignite,Flash,Karthus,Flash,Ghost,Azir,Clarity,Flash
2541517222,Purple,Lulu,Flash,Ignite,Orianna,Flash,Clarity,Shyvana,Flash,Ignite,Malzahar,Heal,Flash,Nidalee,Heal,Flash,Ziggs,Flash,Heal,Zyra,Flash,Clarity,Jhin,Flash,Clarity,Xayah,Flash,Ignite,Shaco,Clarity,Flash
2541517223,Blue,Maokai,Barrier,Ignite,Fiddlesticks,Flash,Clarity,Jhin,Flash,Mark,Blitzcrank,Mark,Flash,Kayle,Flash,Heal,Quinn,Mark,Flash,Jinx,Heal,Flash,Gangplank,Flash,Mark,Veigar,Heal,Flash,Irelia,Mark,Flash
2541517224,Blue,Kennen,Flash,Barrier,Ekko,Flash,Mark,Thresh,Flash,Ignite,Miss Fortune,Flash,Heal,Blitzcrank,Flash,Exhaust,Diana,Mark,Flash,Veigar,Flash,Mark,Cho'Gath,Mark,Flash,Sivir,Barrier,Flash,Ezreal,Flash,Heal
2541517225,Purple,Ezreal,Flash,Barrier,Swain,Flash,Clarity,Zed,Flash,Ignite,Sivir,Mark,Flash,Nunu,Flash,Clarity,Nasus,Clarity,Flash,Xin Zhao,Flash,Mark,Akali,Flash,Mark,Karthus,Barrier,Flash,Lux,Mark,Flash
2541517226,Blue,Shyvana,Flash,Clarity,Sivir,Ignite,Heal,Xerath,Mark,Flash,Nasus,Flash,Clarity,Fiddlesticks,Flash,Clarity,Jhin,Flash,Heal,Vayne,Mark,Flash,Rengar,Flash,Ignite,Soraka,Flash,Clarity,Zed,Mark,Flash
2541517228,Blue,Shen,Flash,Mark,Kayle,Ghost,Flash,Gangplank,Flash,Mark,Warwick,Mark,Flash,Ahri,Flash,Ignite,Galio,Mark,Flash,Katarina,Flash,Barrier,Rumble,Flash,Ignite,Olaf,Ghost,Flash,Kalista,Flash,Heal
2541517229,Blue,Shaco,Flash,Clarity,Garen,Flash,Ignite,Cassiopeia,Clarity,Flash,Viktor,Flash,Exhaust,Twisted Fate,Flash,Heal,Hecarim,Mark,Ignite,Kog'Maw,Mark,Flash,Ahri,Clarity,Flash,Ziggs,Flash,Heal,Pantheon,Mark,Flash
2541517230,Blue,Jax,Flash,Ghost,Katarina,Heal,Flash,Garen,Flash,Mark,Karma,Clarity,Flash,Veigar,Flash,Mark,Fiddlesticks,Flash,Mark,Teemo,Flash,Heal,Shyvana,Flash,Clarity,Pantheon,Flash,Mark,Cassiopeia,Clarity,Flash
2541517232,Purple,Akali,Flash,Mark,Orianna,Clarity,Flash,Miss Fortune,Heal,Flash,Ryze,Mark,Flash,Ahri,Ignite,Flash,Caitlyn,Flash,Mark,Xayah,Heal,Flash,Veigar,Exhaust,Flash,Garen,Mark,Flash,Karma,Flash,Clarity
2541517238,Blue,Twitch,Heal,Flash,Lissandra,Mark,Flash,Caitlyn,Mark,Flash,Renekton,Clarity,Mark,Anivia,Clarity,Heal,Pantheon,Flash,Mark,Ezreal,Clarity,Flash,Gangplank,Flash,Mark,Bard,Flash,Mark,Akali,Flash,Exhaust
2541517239,Purple,Jax,Flash,Mark,Darius,Mark,Flash,Anivia,Flash,Heal,Kalista,Flash,Heal,Jarvan IV,Heal,Flash,Vi,Flash,Mark,Fiddlesticks,Mark,Flash,Tristana,Ghost,Flash,Ahri,Heal,Flash,Master Yi,Ghost,Mark
2541517240,Purple,Jarvan IV,Barrier,Flash,Leona,Barrier,Flash,Ahri,Ignite,Flash,Varus,Flash,Heal,Master Yi,Mark,Flash,Fiddlesticks,Flash,Mark,Graves,Mark,Flash,Corki,Mark,Flash,Swain,Flash,Mark,Volibear,Flash,Mark
2541517241,Purple,Dr. Mundo,Mark,Flash,Zyra,Clarity,Flash,Corki,Flash,Clarity,Ryze,Clarity,Flash,Soraka,Clarity,Flash,Syndra,Ghost,Flash,Graves,Heal,Flash,Zac,Mark,Flash,Malphite,Mark,Flash,Sona,Flash,Clarity
2541517244,Purple,Lissandra,Flash,Mark,Fiddlesticks,Flash,Barrier,Dr. Mundo,Mark,Flash,Leona,Flash,Mark,Zyra,Ignite,Flash,Amumu,Mark,Ignite,Lux,Exhaust,Flash,Orianna,Heal,Flash,Teemo,Mark,Heal,Illaoi,Mark,Flash
2541517271,Purple,Lulu,Exhaust,Flash,Jhin,Flash,Heal,Talon,Mark,Flash,Zyra,Clarity,Flash,Renekton,Mark,Flash,Corki,Heal,Flash,Nami,Flash,Exhaust,Swain,Flash,Mark,Thresh,Flash,Mark,Yasuo,Mark,Flash
2541517272,Purple,Gangplank,Flash,Mark,Lee Sin,Ignite,Flash,Master Yi,Mark,Flash,Zyra,Flash,Clarity,Lucian,Flash,Ghost,Tristana,Heal,Flash,Soraka,Flash,Mark,Trundle,Flash,Mark,Poppy,Mark,Flash,Fiddlesticks,Flash,Heal
2541517274,Purple,Nasus,Mark,Flash,Poppy,Flash,Barrier,Kayle,Flash,Mark,Sona,Flash,Heal,Lee Sin,Heal,Flash,Ivern,Clarity,Heal,Jinx,Heal,Flash,Renekton,Heal,Flash,Maokai,Heal,Flash,Nidalee,Flash,Clarity
2541517275,Purple,Malzahar,Mark,Flash,Lux,Barrier,Flash,Cho'Gath,Mark,Flash,Twisted Fate,Mark,Flash,Ryze,Flash,Mark,Sivir,Heal,Flash,Xin Zhao,Flash,Mark,Graves,Flash,Heal,Ezreal,Flash,Heal,Kassadin,Flash,Heal
2541517276,Purple,Annie,Ignite,Flash,Cassiopeia,Exhaust,Flash,Draven,Exhaust,Flash,Swain,Flash,Ghost,Master Yi,Mark,Flash,Vel'Koz,Clarity,Flash,Amumu,Flash,Mark,Vayne,Flash,Heal,Kassadin,Barrier,Flash,Lux,Barrier,Flash
2541517277,Blue,Irelia,Mark,Flash,Jayce,Flash,Clarity,Akali,Flash,Mark,Brand,Flash,Mark,Hecarim,Flash,Ignite,Trundle,Flash,Mark,Zyra,Flash,Mark,Veigar,Mark,Flash,Taric,Flash,Mark,Diana,Flash,Mark
2541517279,Purple,Teemo,Ignite,Flash,Akali,Mark,Flash,Sivir,Mark,Flash,Anivia,Flash,Heal,Dr. Mundo,Mark,Flash,Fiddlesticks,Flash,Heal,Gnar,Ignite,Flash,Warwick,Flash,Ignite,Viktor,Clarity,Flash,Talon,Clarity,Flash
2541517280,Blue,Shaco,Flash,Mark,Zilean,Exhaust,Flash,Veigar,Exhaust,Flash,Nami,Ignite,Flash,Blitzcrank,Flash,Mark,Janna,Exhaust,Flash,Darius,Mark,Flash,Irelia,Flash,Mark,Mordekaiser,Exhaust,Flash,Anivia,Flash,Clarity
2541517281,Blue,Hecarim,Mark,Ghost,Lulu,Mark,Flash,Teemo,Flash,Mark,Lux,Flash,Heal,Fiddlesticks,Mark,Flash,Ezreal,Barrier,Flash,Morgana,Exhaust,Flash,Karma,Heal,Clarity,Cho'Gath,Mark,Flash,Jax,Heal,Mark
2541517282,Blue,Caitlyn,Heal,Flash,Vladimir,Mark,Flash,Zed,Heal,Flash,Sona,Clarity,Flash,Corki,Ignite,Flash,Nidalee,Flash,Mark,Twisted Fate,Flash,Heal,Tryndamere,Flash,Ignite,Anivia,Flash,Mark,Xin Zhao,Mark,Flash
2541517283,Purple,Pantheon,Heal,Flash,Anivia,Flash,Heal,Garen,Flash,Exhaust,Shyvana,Heal,Flash,Warwick,Ignite,Flash,Nunu,Clarity,Mark,Teemo,Flash,Clarity,Blitzcrank,Barrier,Flash,Ahri,Flash,Heal,Jinx,Flash,Heal
2541517284,Blue,Gnar,Flash,Mark,Ashe,Flash,Mark,Soraka,Heal,Flash,Gangplank,Flash,Mark,Rumble,Flash,Mark,Jayce,Flash,Mark,Annie,Heal,Flash,Nidalee,Barrier,Flash,Jarvan IV,Ignite,Flash,Karthus,Flash,Heal
2541517285,Purple,Fiddlesticks,Mark,Flash,Taric,Flash,Clarity,Illaoi,Flash,Mark,Cassiopeia,Ghost,Flash,Nunu,Flash,Mark,Lucian,Flash,Mark,Akali,Mark,Flash,Xayah,Flash,Mark,Zyra,Flash,Mark,Sona,Flash,Clarity
2541517286,Blue,Gangplank,Clarity,Mark,Bard,Flash,Heal,Draven,Ignite,Flash,Annie,Heal,Flash,Alistar,Flash,Ignite,Anivia,Heal,Mark,Irelia,Exhaust,Flash,Renekton,Flash,Mark,Poppy,Mark,Flash,Ziggs,Mark,Flash
2541517287,Blue,Malzahar,Flash,Heal,Darius,Flash,Exhaust,Aurelion Sol,Mark,Flash,Blitzcrank,Flash,Clarity,Corki,Flash,Mark,Twisted Fate,Flash,Clarity,Ekko,Mark,Flash,Singed,Flash,Mark,Jinx,Flash,Heal,Karma,Flash,Heal
2541517288,Blue,Poppy,Heal,Flash,Nidalee,Flash,Clarity,Graves,Flash,Exhaust,Xayah,Heal,Flash,Akali,Mark,Flash,Shaco,Heal,Flash,Jayce,Heal,Flash,Tristana,Clarity,Flash,Azir,Clarity,Flash,Kha'Zix,Flash,Ignite
2541517290,Blue,Jayce,Mark,Flash,Rakan,Mark,Flash,Darius,Mark,Flash,Caitlyn,Flash,Heal,Shen,Flash,Mark,Zyra,Flash,Clarity,Zac,Mark,Flash,Janna,Flash,Clarity,Ahri,Mark,Flash,Varus,Exhaust,Flash
2541517291,Blue,Maokai,Flash,Mark,Jayce,Flash,Heal,Vayne,Mark,Flash,Lucian,Heal,Flash,Nasus,Mark,Flash,Amumu,Mark,Flash,Shen,Mark,Flash,Shaco,Heal,Flash,Fizz,Ignite,Flash,Vladimir,Flash,Mark
2541517293,Purple,Viktor,Mark,Flash,Master Yi,Flash,Mark,Zed,Flash,Mark,Fiora,Heal,Flash,Twitch,Mark,Flash,Karma,Mark,Flash,Ahri,Barrier,Flash,Dr. Mundo,Mark,Flash,Blitzcrank,Barrier,Flash,Nidalee,Mark,Flash
2541517294,Purple,Anivia,Clarity,Flash,Maokai,Mark,Flash,Gangplank,Mark,Flash,Sivir,Heal,Flash,Singed,Mark,Flash,Riven,Mark,Flash,Urgot,Mark,Flash,Twitch,Flash,Exhaust,Amumu,Mark,Flash,Twisted Fate,Heal,Flash
2541517296,Purple,Morgana,Heal,Flash,Kayle,Heal,Flash,Teemo,Mark,Ignite,Zilean,Heal,Flash,Shaco,Flash,Ghost,Soraka,Heal,Flash,Sivir,Heal,Flash,Amumu,Flash,Mark,Lux,Mark,Flash,Malzahar,Mark,Flash
2541517297,Purple,Warwick,Ignite,Flash,Blitzcrank,Ghost,Heal,Tahm Kench,Flash,Mark,Jayce,Flash,Mark,Darius,Heal,Flash,Sivir,Heal,Flash,Teemo,Mark,Flash,Nasus,Clarity,Flash,Twisted Fate,Heal,Flash,Kayle,Mark,Heal
2541517298,Purple,Twisted Fate,Cleanse,Flash,Miss Fortune,Barrier,Flash,Graves,Heal,Flash,Caitlyn,Barrier,Flash,Volibear,Mark,Flash,Garen,Mark,Flash,Pantheon,Mark,Flash,Teemo,Mark,Flash,Maokai,Mark,Exhaust,Nidalee,Flash,Ignite
2541517299,Purple,Jayce,Clarity,Flash,Jinx,Flash,Heal,Lulu,Heal,Flash,Kayle,Heal,Flash,Riven,Mark,Flash,Zyra,Mark,Flash,Karthus,Mark,Flash,Nautilus,Flash,Mark,Sivir,Flash,Heal,Zilean,Clarity,Flash
2541517300,Purple,Nami,Clarity,Flash,Jayce,Mark,Flash,Viktor,Mark,Flash,Heimerdinger,Clarity,Flash,Taliyah,Flash,Heal,Riven,Flash,Exhaust,Garen,Flash,Mark,Syndra,Heal,Flash,Caitlyn,Flash,Barrier,Ziggs,Clarity,Flash
2541517303,Purple,Gangplank,Flash,Exhaust,Brand,Clarity,Flash,Morgana,Flash,Mark,Miss Fortune,Flash,Heal,Vel'Koz,Flash,Clarity,Twitch,Exhaust,Flash,Kog'Maw,Flash,Clarity,Riven,Mark,Flash,Ezreal,Clarity,Flash,Swain,Mark,Flash
2541517304,Purple,Nidalee,Flash,Ignite,Jayce,Heal,Flash,Cassiopeia,Flash,Heal,Xerath,Flash,Mark,Ryze,Ignite,Flash,Miss Fortune,Ignite,Flash,Kayle,Flash,Heal,Brand,Flash,Mark,Ezreal,Heal,Clarity,Irelia,Mark,Flash
2541517305,Purple,Nasus,Flash,Ignite,Dr. Mundo,Heal,Flash,Jinx,Flash,Heal,Ahri,Flash,Ignite,Sona,Clarity,Flash,Nidalee,Barrier,Flash,Warwick,Flash,Heal,Ryze,Flash,Clarity,Brand,Barrier,Flash,Leona,Flash,Mark
2541517306,Purple,Shyvana,Heal,Flash,Darius,Flash,Heal,Nami,Flash,Ignite,Thresh,Heal,Flash,Jinx,Flash,Ignite,Sion,Heal,Ghost,Anivia,Heal,Flash,Ziggs,Flash,Heal,Sivir,Clarity,Flash,Master Yi,Heal,Flash
2541517307,Blue,Zilean,Heal,Flash,Alistar,Ignite,Flash,Lee Sin,Mark,Flash,Master Yi,Flash,Mark,Caitlyn,Flash,Ignite,Nasus,Clarity,Flash,Draven,Flash,Heal,Riven,Flash,Ignite,Tristana,Flash,Clarity,Sivir,Exhaust,Flash
2541517308,Blue,Zac,Flash,Mark,Maokai,Flash,Ignite,Anivia,Flash,Clarity,Kayle,Flash,Heal,Blitzcrank,Flash,Ignite,Fizz,Ignite,Flash,Fiddlesticks,Mark,Flash,Lux,Flash,Clarity,Karma,Flash,Mark,Cassiopeia,Clarity,Flash
2541517309,Blue,Anivia,Clarity,Flash,Karma,Flash,Clarity,Swain,Heal,Flash,Volibear,Ghost,Flash,Renekton,Mark,Flash,Aurelion Sol,Flash,Mark,Fiora,Barrier,Mark,Maokai,Flash,Mark,Ekko,Flash,Mark,Nasus,Mark,Flash
2541517331,Purple,Udyr,Flash,Ignite,Amumu,Flash,Mark,Camille,Flash,Ghost,Twisted Fate,Ghost,Flash,Janna,Barrier,Flash,Annie,Flash,Clarity,Ahri,Flash,Ignite,Kled,Barrier,Heal,Singed,Heal,Flash,Nidalee,Flash,Clarity
2541517332,Blue,Malzahar,Mark,Ignite,Diana,Flash,Ignite,Xayah,Mark,Flash,Jhin,Heal,Flash,Alistar,Flash,Heal,Yasuo,Flash,Heal,Vayne,Ignite,Flash,Jayce,Flash,Mark,Amumu,Flash,Mark,Ezreal,Flash,Mark
2541517334,Purple,Miss Fortune,Flash,Ignite,Ryze,Clarity,Flash,Draven,Flash,Heal,Ahri,Flash,Mark,Thresh,Flash,Heal,Garen,Flash,Mark,Twitch,Cleanse,Flash,Jinx,Mark,Flash,Zed,Mark,Flash,Jhin,Flash,Heal
2541517335,Purple,Olaf,Exhaust,Flash,Kled,Heal,Barrier,Galio,Heal,Flash,Garen,Ignite,Heal,Rakan,Flash,Mark,Miss Fortune,Flash,Mark,Jayce,Heal,Flash,Ezreal,Clarity,Flash,Brand,Clarity,Flash,Master Yi,Cleanse,Flash
2541517336,Blue,Sona,Mark,Flash,Brand,Clarity,Flash,Hecarim,Flash,Mark,Tristana,Heal,Flash,Ezreal,Flash,Heal,Caitlyn,Flash,Heal,Illaoi,Flash,Exhaust,Lucian,Flash,Heal,Darius,Mark,Flash,Zed,Flash,Mark
2541517338,Blue,LeBlanc,Mark,Flash,Cho'Gath,Flash,Mark,Anivia,Flash,Heal,Sivir,Clarity,Flash,Ashe,Clarity,Flash,Nautilus,Clarity,Flash,Gnar,Mark,Flash,Brand,Flash,Mark,Warwick,Mark,Flash,Fizz,Mark,Flash
2541517339,Purple,Soraka,Flash,Clarity,Rek'Sai,Mark,Flash,Zilean,Flash,Heal,Akali,Flash,Exhaust,Zyra,Mark,Flash,Leona,Flash,Mark,Ezreal,Flash,Heal,Ashe,Heal,Flash,Zed,Flash,Barrier,Ekko,Flash,Mark
2541517341,Purple,Ahri,Mark,Flash,Pantheon,Flash,Mark,Darius,Mark,Flash,Tahm Kench,Flash,Ghost,Teemo,Heal,Flash,Garen,Mark,Flash,Kayle,Flash,Heal,Renekton,Mark,Flash,Vladimir,Flash,Mark,Brand,Heal,Flash
2541517353,Purple,Corki,Flash,Heal,Rammus,Flash,Mark,Tristana,Heal,Flash,Elise,Flash,Mark,Twisted Fate,Ghost,Flash,Ashe,Flash,Mark,Lux,Mark,Flash,Renekton,Flash,Mark,Graves,Flash,Ghost,Amumu,Flash,Mark
2541517355,Blue,Singed,Mark,Flash,Maokai,Mark,Flash,Kog'Maw,Flash,Heal,Jinx,Flash,Mark,Nasus,Clarity,Flash,Lee Sin,Ignite,Flash,Miss Fortune,Flash,Clarity,Leona,Exhaust,Flash,Teemo,Flash,Heal,Anivia,Clarity,Flash
2541517356,Purple,Darius,Mark,Flash,Nunu,Heal,Flash,Kindred,Heal,Clarity,Caitlyn,Clarity,Flash,Yasuo,Barrier,Heal,Ziggs,Clarity,Flash,Ezreal,Flash,Heal,Jinx,Mark,Flash,Galio,Flash,Clarity,Lux,Clarity,Flash
2541517357,Blue,Sivir,Flash,Heal,Jhin,Flash,Mark,Lux,Mark,Flash,Rammus,Flash,Mark,Riven,Ignite,Flash,Anivia,Flash,Heal,Nasus,Mark,Flash,Lulu,Barrier,Flash,Camille,Mark,Flash,Ryze,Flash,Heal
2541517359,Purple,Orianna,Flash,Mark,Thresh,Flash,Mark,Varus,Barrier,Flash,Ezreal,Flash,Heal,Gangplank,Flash,Ignite,Amumu,Flash,Mark,Lux,Clarity,Flash,Jhin,Flash,Heal,Fiora,Flash,Mark,Mordekaiser,Heal,Flash
2541517360,Blue,Ashe,Mark,Flash,Fizz,Flash,Mark,Twisted Fate,Flash,Ghost,Nunu,Mark,Flash,Leona,Flash,Mark,Ezreal,Flash,Mark,Karma,Flash,Mark,Hecarim,Flash,Ghost,Gragas,Flash,Mark,Kog'Maw,Flash,Heal
2541517361,Purple,Blitzcrank,Mark,Flash,Lux,Heal,Flash,Annie,Mark,Flash,Ryze,Clarity,Flash,Rek'Sai,Ignite,Flash,Quinn,Ignite,Flash,Renekton,Mark,Flash,Ashe,Flash,Mark,Zyra,Heal,Ignite,Cho'Gath,Flash,Mark
2541517362,Blue,Varus,Heal,Flash,Twisted Fate,Clarity,Flash,Mordekaiser,Mark,Flash,Rammus,Mark,Flash,Veigar,Flash,Mark,Yasuo,Mark,Flash,Leona,Clarity,Flash,Cassiopeia,Heal,Flash,Riven,Mark,Flash,Katarina,Heal,Mark
2541517364,Purple,Zilean,Flash,Heal,Jax,Flash,Mark,Singed,Clarity,Flash,Syndra,Flash,Clarity,Orianna,Ignite,Flash,Ziggs,Flash,Heal,Shen,Flash,Heal,Garen,Flash,Heal,Ryze,Ignite,Flash,Fizz,Heal,Flash
2541517365,Blue,Katarina,Mark,Flash,Olaf,Flash,Exhaust,Xayah,Flash,Heal,Varus,Heal,Flash,Alistar,Mark,Flash,Akali,Mark,Flash,Zyra,Flash,Clarity,Gragas,Flash,Mark,Teemo,Clarity,Flash,Yasuo,Mark,Flash
2541517366,Purple,Twisted Fate,Mark,Flash,Yorick,Flash,Heal,Darius,Mark,Flash,Elise,Clarity,Flash,Nautilus,Heal,Mark,Jinx,Clarity,Flash,Ziggs,Flash,Mark,Miss Fortune,Heal,Flash,Kog'Maw,Mark,Flash,Annie,Flash,Heal
2541517367,Blue,Master Yi,Flash,Mark,Elise,Flash,Exhaust,Kennen,Flash,Mark,Nautilus,Mark,Heal,Sejuani,Ghost,Ignite,Tahm Kench,Flash,Mark,Ahri,Ignite,Flash,Zac,Mark,Flash,Warwick,Ignite,Mark,Twitch,Heal,Flash
2541517368,Purple,Zyra,Clarity,Flash,Jayce,Mark,Flash,Garen,Flash,Mark,Orianna,Clarity,Flash,Fizz,Mark,Flash,Lucian,Flash,Heal,Varus,Heal,Flash,Vel'Koz,Flash,Mark,Dr. Mundo,Mark,Flash,Diana,Mark,Flash
2541517370,Purple,Lucian,Flash,Mark,Kennen,Mark,Flash,Rakan,Mark,Flash,Katarina,Mark,Flash,Annie,Flash,Mark,Orianna,Flash,Mark,Twisted Fate,Flash,Clarity,Jhin,Heal,Flash,Shyvana,Flash,Mark,Ekko,Mark,Flash
2541517371,Purple,Heimerdinger,Heal,Flash,Jarvan IV,Flash,Ignite,Blitzcrank,Barrier,Ignite,Diana,Flash,Heal,Zyra,Ignite,Heal,Hecarim,Mark,Flash,Jinx,Flash,Heal,Veigar,Flash,Ignite,Fiora,Flash,Heal,Draven,Flash,Heal
2541517373,Blue,Ashe,Mark,Flash,Trundle,Flash,Mark,Vladimir,Flash,Ghost,Poppy,Mark,Flash,Morgana,Mark,Flash,Galio,Flash,Mark,Ivern,Flash,Mark,Nidalee,Mark,Flash,Ahri,Flash,Ignite,Master Yi,Mark,Flash
2541517395,Purple,Lucian,Exhaust,Flash,Elise,Mark,Flash,Karma,Exhaust,Flash,Syndra,Flash,Ignite,Evelynn,Ghost,Flash,Ashe,Heal,Flash,Brand,Ghost,Flash,Blitzcrank,Flash,Mark,Ezreal,Heal,Flash,Singed,Mark,Flash
2541517396,Purple,Vel'Koz,Flash,Exhaust,Diana,Mark,Flash,Jayce,Exhaust,Flash,Warwick,Mark,Flash,Dr. Mundo,Mark,Flash,Caitlyn,Flash,Heal,Maokai,Flash,Exhaust,Syndra,Flash,Exhaust,Tristana,Cleanse,Flash,Veigar,Exhaust,Flash
2541517397,Purple,Thresh,Flash,Mark,Taliyah,Exhaust,Flash,Bard,Flash,Ghost,Karma,Flash,Mark,Taric,Mark,Flash,Soraka,Flash,Clarity,Blitzcrank,Mark,Flash,Jhin,Exhaust,Flash,Caitlyn,Flash,Heal,Fizz,Mark,Flash
2541517398,Blue,Orianna,Ghost,Flash,Thresh,Mark,Flash,Cassiopeia,Flash,Mark,Draven,Flash,Heal,Sivir,Heal,Flash,Malphite,Flash,Ignite,Irelia,Mark,Flash,Nautilus,Flash,Mark,Jarvan IV,Flash,Mark,Kennen,Mark,Flash
2541517399,Blue,Lulu,Flash,Clarity,Tristana,Flash,Barrier,Mordekaiser,Ignite,Flash,Bard,Flash,Mark,Aurelion Sol,Flash,Clarity,Pantheon,Mark,Flash,Ziggs,Mark,Flash,Sivir,Exhaust,Flash,Kalista,Clarity,Flash,Warwick,Mark,Flash
